change_id,pipeline_id,record_id,data,data_before,operation,is_deleted,source_table,source_schema,event_time,ingested_at
7814cbba44f82d209a907c8bc9e411f3,pipe_8346d51ff0ca,25,"{""created_at"":""2026-02-01T15:39:36.413Z"",""date"":""2026-01-16T00:00:00.000Z"",""employee_id"":12,""id"":25,""payment_type"":""Card"",""time"":""12:14:00"",""total_discount"":""0.00"",""total_price"":""6.00"",""updated_at"":""2026-02-01T15:39:36.413Z"",""weekday"":""Wednesday""}",,CREATE,false,sales,public,2026-02-01 08:39:50.355000 UTC,2026-02-01 08:39:50.911000 UTC
428cbda8adfe15d8bb353c61c1d79361,pipe_8346d51ff0ca,26,"{""created_at"":""2026-02-01T15:39:36.416Z"",""date"":""2025-12-12T00:00:00.000Z"",""employee_id"":16,""id"":26,""payment_type"":""Cash"",""time"":""19:20:00"",""total_discount"":""0.00"",""total_price"":""18.00"",""updated_at"":""2026-02-01T15:39:36.416Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:51.356000 UTC,2026-02-01 08:39:51.803000 UTC
428cbda8adfe15d8bb353c61c1d79361,pipe_8346d51ff0ca,26,"{""created_at"":""2026-02-01T15:39:36.416Z"",""date"":""2025-12-12T00:00:00.000Z"",""employee_id"":16,""id"":26,""payment_type"":""Cash"",""time"":""19:20:00"",""total_discount"":""0.00"",""total_price"":""18.00"",""updated_at"":""2026-02-01T15:39:36.416Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:51.356000 UTC,2026-02-01 08:39:51.801000 UTC
3735480e49e37e7785885472ac5122cb,pipe_8346d51ff0ca,28,"{""created_at"":""2026-02-01T15:39:36.430Z"",""date"":""2025-12-06T00:00:00.000Z"",""employee_id"":16,""id"":28,""payment_type"":""Cash"",""time"":""15:53:00"",""total_discount"":""0.00"",""total_price"":""3230.00"",""updated_at"":""2026-02-01T15:39:36.430Z"",""weekday"":""Wednesday""}",,CREATE,false,sales,public,2026-02-01 08:39:52.055000 UTC,2026-02-01 08:39:52.502000 UTC
109c988c294d60d9b04dcfc28dc0bf41,pipe_8346d51ff0ca,28,"{""created_at"":""2026-02-01T15:39:36.430Z"",""date"":""2025-12-06T00:00:00.000Z"",""employee_id"":16,""id"":28,""payment_type"":""Cash"",""time"":""15:53:00"",""total_discount"":""0.00"",""total_price"":""3230.00"",""updated_at"":""2026-02-01T15:39:36.430Z"",""weekday"":""Wednesday""}",,CREATE,false,sales,public,2026-02-01 08:39:52.056000 UTC,2026-02-01 08:39:52.505000 UTC
63e8e1c78f6f21c5b5f9bedaf79bf20c,pipe_8346d51ff0ca,28,"{""created_at"":""2026-02-01T15:39:36.430Z"",""date"":""2025-12-06T00:00:00.000Z"",""employee_id"":16,""id"":28,""payment_type"":""Cash"",""time"":""15:53:00"",""total_discount"":""0.00"",""total_price"":""3230.00"",""updated_at"":""2026-02-01T15:39:36.430Z"",""weekday"":""Wednesday""}",,CREATE,false,sales,public,2026-02-01 08:39:53.756000 UTC,2026-02-01 08:39:55.111000 UTC
4213d45d4e508adf984d1fbe1c91e15e,pipe_8346d51ff0ca,29,"{""created_at"":""2026-02-01T15:39:36.433Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":20,""id"":29,""payment_type"":""Mobile"",""time"":""19:09:00"",""total_discount"":""0.00"",""total_price"":""6802.00"",""updated_at"":""2026-02-01T15:39:36.433Z"",""weekday"":""Saturday""}",,CREATE,false,sales,public,2026-02-01 08:39:54.155000 UTC,2026-02-01 08:39:55.113000 UTC
4213d45d4e508adf984d1fbe1c91e15e,pipe_8346d51ff0ca,29,"{""created_at"":""2026-02-01T15:39:36.433Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":20,""id"":29,""payment_type"":""Mobile"",""time"":""19:09:00"",""total_discount"":""0.00"",""total_price"":""6802.00"",""updated_at"":""2026-02-01T15:39:36.433Z"",""weekday"":""Saturday""}",,CREATE,false,sales,public,2026-02-01 08:39:54.155000 UTC,2026-02-01 08:39:55.115000 UTC
a59d533cda322a731c1a3d6ee48fbd2d,pipe_8346d51ff0ca,30,"{""created_at"":""2026-02-01T15:39:36.437Z"",""date"":""2025-11-06T00:00:00.000Z"",""employee_id"":16,""id"":30,""payment_type"":""Mobile"",""time"":""19:32:00"",""total_discount"":""0.00"",""total_price"":""9.75"",""updated_at"":""2026-02-01T15:39:36.437Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.350000 UTC,2026-02-01 08:39:55.979000 UTC
4353f818674effa84c39f7f3312d9e77,pipe_8346d51ff0ca,29,"{""created_at"":""2026-02-01T15:39:36.433Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":20,""id"":29,""payment_type"":""Mobile"",""time"":""19:09:00"",""total_discount"":""0.00"",""total_price"":""6802.00"",""updated_at"":""2026-02-01T15:39:36.433Z"",""weekday"":""Saturday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.350000 UTC,2026-02-01 08:39:55.977000 UTC
44ea3479a4c72c695f2a9179fcedde52,pipe_8346d51ff0ca,30,"{""created_at"":""2026-02-01T15:39:36.437Z"",""date"":""2025-11-06T00:00:00.000Z"",""employee_id"":16,""id"":30,""payment_type"":""Mobile"",""time"":""19:32:00"",""total_discount"":""0.00"",""total_price"":""9.75"",""updated_at"":""2026-02-01T15:39:36.437Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.351000 UTC,2026-02-01 08:39:55.981000 UTC
c7fe96de24227050e742630218a6a1ee,pipe_8346d51ff0ca,30,"{""created_at"":""2026-02-01T15:39:36.437Z"",""date"":""2025-11-06T00:00:00.000Z"",""employee_id"":16,""id"":30,""payment_type"":""Mobile"",""time"":""19:32:00"",""total_discount"":""0.00"",""total_price"":""9.75"",""updated_at"":""2026-02-01T15:39:36.437Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.387000 UTC,2026-02-01 08:39:55.442000 UTC
2aeb23246a88523b4365fc4ac69f324b,pipe_8346d51ff0ca,31,"{""created_at"":""2026-02-01T15:39:36.439Z"",""date"":""2025-12-17T00:00:00.000Z"",""employee_id"":14,""id"":31,""payment_type"":""Mobile"",""time"":""10:02:00"",""total_discount"":""0.00"",""total_price"":""2910.00"",""updated_at"":""2026-02-01T15:39:36.439Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.387000 UTC,2026-02-01 08:39:55.441000 UTC
2aeb23246a88523b4365fc4ac69f324b,pipe_8346d51ff0ca,31,"{""created_at"":""2026-02-01T15:39:36.439Z"",""date"":""2025-12-17T00:00:00.000Z"",""employee_id"":14,""id"":31,""payment_type"":""Mobile"",""time"":""10:02:00"",""total_discount"":""0.00"",""total_price"":""2910.00"",""updated_at"":""2026-02-01T15:39:36.439Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.387000 UTC,2026-02-01 08:39:55.444000 UTC
3d5336358e5182334d80127621afba12,pipe_8346d51ff0ca,32,"{""created_at"":""2026-02-01T15:39:36.442Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":19,""id"":32,""payment_type"":""Card"",""time"":""11:48:00"",""total_discount"":""0.00"",""total_price"":""17.00"",""updated_at"":""2026-02-01T15:39:36.442Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.416000 UTC,2026-02-01 08:39:56.078000 UTC
4883169f69409db3126f5e5c72655691,pipe_8346d51ff0ca,31,"{""created_at"":""2026-02-01T15:39:36.439Z"",""date"":""2025-12-17T00:00:00.000Z"",""employee_id"":14,""id"":31,""payment_type"":""Mobile"",""time"":""10:02:00"",""total_discount"":""0.00"",""total_price"":""2910.00"",""updated_at"":""2026-02-01T15:39:36.439Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.416000 UTC,2026-02-01 08:39:56.081000 UTC
3d5336358e5182334d80127621afba12,pipe_8346d51ff0ca,32,"{""created_at"":""2026-02-01T15:39:36.442Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":19,""id"":32,""payment_type"":""Card"",""time"":""11:48:00"",""total_discount"":""0.00"",""total_price"":""17.00"",""updated_at"":""2026-02-01T15:39:36.442Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.416000 UTC,2026-02-01 08:39:56.080000 UTC
adfce9b0342c5d1cdc9f3cf35d5b2777,pipe_8346d51ff0ca,32,"{""created_at"":""2026-02-01T15:39:36.442Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":19,""id"":32,""payment_type"":""Card"",""time"":""11:48:00"",""total_discount"":""0.00"",""total_price"":""17.00"",""updated_at"":""2026-02-01T15:39:36.442Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.455000 UTC,2026-02-01 08:39:55.514000 UTC
7acc99a7a26276386f1cc860091b98fb,pipe_8346d51ff0ca,33,"{""created_at"":""2026-02-01T15:39:36.445Z"",""date"":""2026-01-17T00:00:00.000Z"",""employee_id"":20,""id"":33,""payment_type"":""Cash"",""time"":""08:11:00"",""total_discount"":""0.00"",""total_price"":""24.00"",""updated_at"":""2026-02-01T15:39:36.445Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.456000 UTC,2026-02-01 08:39:55.515000 UTC
7acc99a7a26276386f1cc860091b98fb,pipe_8346d51ff0ca,33,"{""created_at"":""2026-02-01T15:39:36.445Z"",""date"":""2026-01-17T00:00:00.000Z"",""employee_id"":20,""id"":33,""payment_type"":""Cash"",""time"":""08:11:00"",""total_discount"":""0.00"",""total_price"":""24.00"",""updated_at"":""2026-02-01T15:39:36.445Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.456000 UTC,2026-02-01 08:39:55.520000 UTC
6ed75b4b49efeb8969933b2aa72f6286,pipe_8346d51ff0ca,34,"{""created_at"":""2026-02-01T15:39:36.447Z"",""date"":""2026-01-09T00:00:00.000Z"",""employee_id"":11,""id"":34,""payment_type"":""Card"",""time"":""09:59:00"",""total_discount"":""0.00"",""total_price"":""1380.00"",""updated_at"":""2026-02-01T15:39:36.447Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.755000 UTC,2026-02-01 08:39:57.195000 UTC
880302fa7f50e01f245e324bd1967b4f,pipe_8346d51ff0ca,33,"{""created_at"":""2026-02-01T15:39:36.445Z"",""date"":""2026-01-17T00:00:00.000Z"",""employee_id"":20,""id"":33,""payment_type"":""Cash"",""time"":""08:11:00"",""total_discount"":""0.00"",""total_price"":""24.00"",""updated_at"":""2026-02-01T15:39:36.445Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.755000 UTC,2026-02-01 08:39:57.193000 UTC
6ed75b4b49efeb8969933b2aa72f6286,pipe_8346d51ff0ca,34,"{""created_at"":""2026-02-01T15:39:36.447Z"",""date"":""2026-01-09T00:00:00.000Z"",""employee_id"":11,""id"":34,""payment_type"":""Card"",""time"":""09:59:00"",""total_discount"":""0.00"",""total_price"":""1380.00"",""updated_at"":""2026-02-01T15:39:36.447Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:55.755000 UTC,2026-02-01 08:39:57.197000 UTC
a62feaeb6b74bc9d5f6aff9d6ebdca53,pipe_8346d51ff0ca,34,"{""created_at"":""2026-02-01T15:39:36.447Z"",""date"":""2026-01-09T00:00:00.000Z"",""employee_id"":11,""id"":34,""payment_type"":""Card"",""time"":""09:59:00"",""total_discount"":""0.00"",""total_price"":""1380.00"",""updated_at"":""2026-02-01T15:39:36.447Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:57.455000 UTC,2026-02-01 08:39:58.596000 UTC
55bc6a0fd186f46aaf2fa72069c0f369,pipe_8346d51ff0ca,35,"{""created_at"":""2026-02-01T15:39:36.450Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":16,""id"":35,""payment_type"":""Card"",""time"":""08:01:00"",""total_discount"":""0.00"",""total_price"":""3.50"",""updated_at"":""2026-02-01T15:39:36.450Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:57.455000 UTC,2026-02-01 08:39:58.595000 UTC
55bc6a0fd186f46aaf2fa72069c0f369,pipe_8346d51ff0ca,35,"{""created_at"":""2026-02-01T15:39:36.450Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":16,""id"":35,""payment_type"":""Card"",""time"":""08:01:00"",""total_discount"":""0.00"",""total_price"":""3.50"",""updated_at"":""2026-02-01T15:39:36.450Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:57.455000 UTC,2026-02-01 08:39:58.594000 UTC
5608e336b2afa11ed973591fa03a1849,pipe_8346d51ff0ca,35,"{""created_at"":""2026-02-01T15:39:36.450Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":16,""id"":35,""payment_type"":""Card"",""time"":""08:01:00"",""total_discount"":""0.00"",""total_price"":""3.50"",""updated_at"":""2026-02-01T15:39:36.450Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:58.556000 UTC,2026-02-01 08:39:59.792000 UTC
bfa0cda812151d379d86539531f47781,pipe_8346d51ff0ca,36,"{""created_at"":""2026-02-01T15:39:36.454Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":21,""id"":36,""payment_type"":""Card"",""time"":""14:01:00"",""total_discount"":""0.00"",""total_price"":""11.25"",""updated_at"":""2026-02-01T15:39:36.454Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:59.758000 UTC,2026-02-01 08:40:00.152000 UTC
6d5fd669cef7230eab0105aa3027c907,pipe_8346d51ff0ca,35,"{""created_at"":""2026-02-01T15:39:36.450Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":16,""id"":35,""payment_type"":""Card"",""time"":""08:01:00"",""total_discount"":""0.00"",""total_price"":""3.50"",""updated_at"":""2026-02-01T15:39:36.450Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:39:59.758000 UTC,2026-02-01 08:40:00.102000 UTC
bfa0cda812151d379d86539531f47781,pipe_8346d51ff0ca,36,"{""created_at"":""2026-02-01T15:39:36.454Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":21,""id"":36,""payment_type"":""Card"",""time"":""14:01:00"",""total_discount"":""0.00"",""total_price"":""11.25"",""updated_at"":""2026-02-01T15:39:36.454Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:39:59.758000 UTC,2026-02-01 08:40:00.192000 UTC
06d8427cc70450b37dbffebc3d5e32ee,pipe_8346d51ff0ca,36,"{""created_at"":""2026-02-01T15:39:36.454Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":21,""id"":36,""payment_type"":""Card"",""time"":""14:01:00"",""total_discount"":""0.00"",""total_price"":""11.25"",""updated_at"":""2026-02-01T15:39:36.454Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:40:00.355000 UTC,2026-02-01 08:40:02.095000 UTC
a658f12714357354206734a70e0f6932,pipe_8346d51ff0ca,36,"{""created_at"":""2026-02-01T15:39:36.454Z"",""date"":""2026-02-01T00:00:00.000Z"",""employee_id"":21,""id"":36,""payment_type"":""Card"",""time"":""14:01:00"",""total_discount"":""0.00"",""total_price"":""11.25"",""updated_at"":""2026-02-01T15:39:36.454Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:40:00.856000 UTC,2026-02-01 08:40:02.097000 UTC
34937248f5ad7b768badfe13e4125ba7,pipe_8346d51ff0ca,37,"{""created_at"":""2026-02-01T15:39:36.457Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":12,""id"":37,""payment_type"":""Card"",""time"":""11:01:00"",""total_discount"":""0.00"",""total_price"":""25.00"",""updated_at"":""2026-02-01T15:39:36.457Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:40:00.856000 UTC,2026-02-01 08:40:02.096000 UTC
bf8f8f4eb830dadcae66e330d0424999,pipe_8346d51ff0ca,37,"{""created_at"":""2026-02-01T15:39:36.457Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":12,""id"":37,""payment_type"":""Card"",""time"":""11:01:00"",""total_discount"":""0.00"",""total_price"":""25.00"",""updated_at"":""2026-02-01T15:39:36.457Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:40:01.055000 UTC,2026-02-01 08:40:02.099000 UTC
870da89b6016474e80f34664c58ba58c,pipe_8346d51ff0ca,37,"{""created_at"":""2026-02-01T15:39:36.457Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":12,""id"":37,""payment_type"":""Card"",""time"":""11:01:00"",""total_discount"":""0.00"",""total_price"":""25.00"",""updated_at"":""2026-02-01T15:39:36.457Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:40:03.055000 UTC,2026-02-01 08:40:03.687000 UTC
870da89b6016474e80f34664c58ba58c,pipe_8346d51ff0ca,37,"{""created_at"":""2026-02-01T15:39:36.457Z"",""date"":""2025-12-07T00:00:00.000Z"",""employee_id"":12,""id"":37,""payment_type"":""Card"",""time"":""11:01:00"",""total_discount"":""0.00"",""total_price"":""25.00"",""updated_at"":""2026-02-01T15:39:36.457Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:40:03.055000 UTC,2026-02-01 08:40:03.690000 UTC
dc0fe4b819dfe7498e2016dc5d9ced44,pipe_8346d51ff0ca,38,"{""created_at"":""2026-02-01T15:39:36.460Z"",""date"":""2026-01-22T00:00:00.000Z"",""employee_id"":11,""id"":38,""payment_type"":""Cash"",""time"":""08:30:00"",""total_discount"":""0.00"",""total_price"":""12.00"",""updated_at"":""2026-02-01T15:39:36.460Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:40:03.055000 UTC,2026-02-01 08:40:03.693000 UTC
dc0fe4b819dfe7498e2016dc5d9ced44,pipe_8346d51ff0ca,38,"{""created_at"":""2026-02-01T15:39:36.460Z"",""date"":""2026-01-22T00:00:00.000Z"",""employee_id"":11,""id"":38,""payment_type"":""Cash"",""time"":""08:30:00"",""total_discount"":""0.00"",""total_price"":""12.00"",""updated_at"":""2026-02-01T15:39:36.460Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:40:03.055000 UTC,2026-02-01 08:40:03.694000 UTC
0cc159a8acab243f349db77acc7da9e8,pipe_8346d51ff0ca,38,"{""created_at"":""2026-02-01T15:39:36.460Z"",""date"":""2026-01-22T00:00:00.000Z"",""employee_id"":11,""id"":38,""payment_type"":""Cash"",""time"":""08:30:00"",""total_discount"":""0.00"",""total_price"":""12.00"",""updated_at"":""2026-02-01T15:39:36.460Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:40:04.155000 UTC,2026-02-01 08:40:05.992000 UTC
9bf99107cea00ffe60a260a24cc74321,pipe_8346d51ff0ca,39,"{""created_at"":""2026-02-01T15:39:36.463Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":18,""id"":39,""payment_type"":""Card"",""time"":""14:29:00"",""total_discount"":""0.00"",""total_price"":""10.00"",""updated_at"":""2026-02-01T15:39:36.463Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:40:04.156000 UTC,2026-02-01 08:40:05.989000 UTC
9bf99107cea00ffe60a260a24cc74321,pipe_8346d51ff0ca,39,"{""created_at"":""2026-02-01T15:39:36.463Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":18,""id"":39,""payment_type"":""Card"",""time"":""14:29:00"",""total_discount"":""0.00"",""total_price"":""10.00"",""updated_at"":""2026-02-01T15:39:36.463Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:40:04.156000 UTC,2026-02-01 08:40:05.991000 UTC
6727003a6df1c37a48b641c4c33bd0a2,pipe_8346d51ff0ca,38,"{""created_at"":""2026-02-01T15:39:36.460Z"",""date"":""2026-01-22T00:00:00.000Z"",""employee_id"":11,""id"":38,""payment_type"":""Cash"",""time"":""08:30:00"",""total_discount"":""0.00"",""total_price"":""12.00"",""updated_at"":""2026-02-01T15:39:36.460Z"",""weekday"":""Tuesday""}",,CREATE,false,sales,public,2026-02-01 08:40:04.156000 UTC,2026-02-01 08:40:05.993000 UTC
3f0bdd8cdad6d20b3da787d41967f5cf,pipe_8346d51ff0ca,39,"{""created_at"":""2026-02-01T15:39:36.463Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":18,""id"":39,""payment_type"":""Card"",""time"":""14:29:00"",""total_discount"":""0.00"",""total_price"":""10.00"",""updated_at"":""2026-02-01T15:39:36.463Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:40:05.455000 UTC,2026-02-01 08:40:05.997000 UTC
d321485a7f62783eb1f451208eca5223,pipe_8346d51ff0ca,39,"{""created_at"":""2026-02-01T15:39:36.463Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":18,""id"":39,""payment_type"":""Card"",""time"":""14:29:00"",""total_discount"":""0.00"",""total_price"":""10.00"",""updated_at"":""2026-02-01T15:39:36.463Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:40:06.255000 UTC,2026-02-01 08:40:07.192000 UTC
d321485a7f62783eb1f451208eca5223,pipe_8346d51ff0ca,39,"{""created_at"":""2026-02-01T15:39:36.463Z"",""date"":""2026-01-05T00:00:00.000Z"",""employee_id"":18,""id"":39,""payment_type"":""Card"",""time"":""14:29:00"",""total_discount"":""0.00"",""total_price"":""10.00"",""updated_at"":""2026-02-01T15:39:36.463Z"",""weekday"":""Sunday""}",,CREATE,false,sales,public,2026-02-01 08:40:06.255000 UTC,2026-02-01 08:40:07.194000 UTC
8ef0a0607670eada22479c1d6deb5d29,pipe_8346d51ff0ca,40,"{""created_at"":""2026-02-01T15:39:36.465Z"",""date"":""2025-12-22T00:00:00.000Z"",""employee_id"":16,""id"":40,""payment_type"":""Mobile"",""time"":""16:03:00"",""total_discount"":""0.00"",""total_price"":""7.50"",""updated_at"":""2026-02-01T15:39:36.465Z"",""weekday"":""Friday""}",,CREATE,false,sales,public,2026-02-01 08:40:06.256000 UTC,2026-02-01 08:40:07.190000 UTC
